,namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doyle,,,,,,,,,,,,,,,,,,,,Stratagem,,Halladale,,,,Stratagem,,,,,,,,,,,,,
1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endicott,,,,,,,,,,,,,,,,,,,,Spark,,Helford,,,,Spark,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankford,,,,,,,,,,,,,,,,,,,,Scythian,,Helmsdale,,,,Scythian,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davison,,,,,,,,,,,,,,,,,,,,Stubborn,,Inver,,,,Stubborn,,,,,,,,,,,,,
1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glennon,,,,,,,,,,,,,,,,,,,,Surf,,Lagan,,,,Surf,,,,,,,,,,,,,
1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeffers,,,,,,,,,,,,,,,,,,,,Syrtis,,Lochy,,,,Syrtis,,,,,,,,,,,,,
1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowie,,,,,,,,,,,,,,,,,,,,Shalimar,,Lossie,,,,Shalimar,,,,,,,,,,,,,
1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power,,,,,,,,,,,,,,,,,,,,"Sea Devil",,Meon,,,,"Sea Devil",,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powers,,,,,,,,,,,,,,,,,,,,Spirit,,Monnow,,,,Spirit,,,,,,,,,,,,,
1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doran,,,,,,,,,,,,,,,,,,,,Statesman,,Mourne,,,,Statesman,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earle,,,,,,,,,,,,,,,,,,,,Stygian,,Moyola,,,,Stygian,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gherardi,,,,,,,,,,,,,,,,,,,,Subtle,,Nadder,,,,Subtle,,,,,,,,,,,,,
1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kubrick,,,,,,,,,,,,,,,,,,,,Supreme,,Nene,,,,Supreme,,,,,,,,,,,,,
1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beatty,,,,,,,,,,,,,,,,,,,,"Sea Scout",,Odzani,,,,"Sea Scout",,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,McBeatty,,,,,,,,,,,,,,,,,,,,Selene,,Parret,,,,Selene,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Beatty,,,,,,,,,,,,,,,,,,,,Seneschal,,Plym,,,,Seneschal,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stevenson,,,,,,,,,,,,,,,,,,,,Sentinel,,Shiel,,,,Sentinel,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thorn,,,,,,,,,,,,,,,,,,,,Sidon,,Taff,,,,Sidon,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abner,,,,,,,,,,,,,,,,,,,,Sleuth,,Tavy,,,,Sleuth,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ammen,,,,,,,,,,,,,,,,,,,,Solent,,Tees,,,,Solent,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bache,,,,,,,,,,,,,,,,,,,,Spearhead,,Teme,,,,Spearhead,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beale,,,,,,,,,,,,,,,,,,,,Springer,,Torridge,,,,Springer,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bearss,,,,,,,,,,,,,,,,,,,,Saga,,Towy,,,,Saga,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bennion,,,,,,,,,,,,,,,,,,,,Scorcher,,Windrush,,,,Scorcher,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boyd,,,,,,,,,,,,,,,,,,,,Spur,,Otway,,,,Spur,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradford,,,,,,,,,,,,,,,,,,,,Sanguine,,Oxley,,,,Sanguine,,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braine,,,,,,,,,,,,,,,,,,,,"Sea Robin",,Odin,,,,"Sea Robin",,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brownson,,,,,,,,,,,,,,,,,,,,Surface,,Olympus,,,,Surface,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryant,,,,,,,,,,,,,,,,,,,,Surge,,Oswald,,,,Surge,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bullard,,,,,,,,,,,,,,,,,,,,Thames,,Otus,,,,Thames,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callaghan,,,,,,,,,,,,,,,,,,,,Severn,,Pandora,,,,Severn,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,McCallaghan,,,,,,,,,,,,,,,,,,,,Clyde,,Perseus,,,,Clyde,,,,,,,,,,,,,
1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Callaghan,,,,,,,,,,,,,,,,,,,,Grampus,,Poseidon,,,,Grampus,,,,,,,,,,,,,
1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caperton,,,,,,,,,,,,,,,,,,,,Rorqual,,Proteus,,,,Rorqual,,,,,,,,,,,,,
1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capps,,,,,,,,,,,,,,,,,,,,Cachalot,,Rainbow,,,,Cachalot,,,,,,,,,,,,,
1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charrette,,,,,,,,,,,,,,,,,,,,Triton,,Regent,,,,Triton,,,,,,,,,,,,,
1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chevalier,,,,,,,,,,,,,,,,,,,,Thetis,,Regulus,,,,Thetis,,,,,,,,,,,,,
1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronson,,,,,,,,,,,,,,,,,,,,Triumph,,Rover,,,,Triumph,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cogswell,,,,,,,,,,,,,,,,,,,,Taku,,Royalist,,,,Taku,,,,,,,,,,,,,
1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colahan,,,,,,,,,,,,,,,,,,,,Thistle,,Rupert,,,,Thistle,,,,,,,,,,,,,
1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cony,,,,,,,,,,,,,,,,,,,,Tigris,,Seahorse,,,,Tigris,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotten,,,,,,,,,,,,,,,,,,,,Triad,,Sealion,,,,Triad,,,,,,,,,,,,,
1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daly,,,,,,,,,,,,,,,,,,,,Tuna,,Spearfish,,,,Tuna,,,,,,,,,,,,,
1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dashiell,,,,,,,,,,,,,,,,,,,,Traveller,,Sterlet,,,,Traveller,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Haven",,,,,,,,,,,,,,,,,,,,Trooper,,Safari,,,,Trooper,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haven,,,,,,,,,,,,,,,,,,,,Tutankhamen,,Sahib,,,,Tutankhamen,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dortch,,,,,,,,,,,,,,,,,,,,Trespasser,,Seadog,,,,Trespasser,,,,,,,,,,,,,
1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erben,,,,,,,,,,,,,,,,,,,,Templar,,Sibyl,,,,Templar,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franks,,,,,,,,,,,,,,,,,,,,"Tally-Ho",,"Sea Rover",,,,"Tally-Ho",,,,,,,,,,,,,
1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fullam,,,,,,,,,,,,,,,,,,,,Tantalus,,"Sea Nymph",,,,Tantalus,,,,,,,,,,,,,
1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gatling,,,,,,,,,,,,,,,,,,,,Tantivy,,Sickle,,,,Tantivy,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guest,,,,,,,,,,,,,,,,,,,,Talent,,Sportsman,,,,Talent,,,,,,,,,,,,,
1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haggard,,,,,,,,,,,,,,,,,,,,Terrapin,,Stoic,,,,Terrapin,,,,,,,,,,,,,
1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hailey,,,,,,,,,,,,,,,,,,,,Thorough,,Storm,,,,Thorough,,,,,,,,,,,,,
1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halford,,,,,,,,,,,,,,,,,,,,Thule,,Stratagem,,,,Thule,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halligan,,,,,,,,,,,,,,,,,,,,Tudor,,Spark,,,,Tudor,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healy,,,,,,,,,,,,,,,,,,,,Tireless,,Scythian,,,,Tireless,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heermann,,,,,,,,,,,,,,,,,,,,Token,,Stubborn,,,,Token,,,,,,,,,,,,,
1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hickox,,,,,,,,,,,,,,,,,,,,Tradewind,,Surf,,,,Tradewind,,,,,,,,,,,,,
1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoel,,,,,,,,,,,,,,,,,,,,Tiptoe,,Syrtis,,,,Tiptoe,,,,,,,,,,,,,
1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howorth,,,,,,,,,,,,,,,,,,,,Trump,,Shalimar,,,,Trump,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingersoll,,,,,,,,,,,,,,,,,,,,Taciturn,,"Sea Devil",,,,Taciturn,,,,,,,,,,,,,
1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izard,,,,,,,,,,,,,,,,,,,,Tapir,,Spirit,,,,Tapir,,,,,,,,,,,,,
1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,Killen,,,,,,,,,,,,,,,,,,,,Tarn,,Statesman,,,,Tarn,,,,,,,,,,,,,
1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knapp,,,,,,,,,,,,,,,,,,,,Teredo,,Stygian,,,,Teredo,,,,,,,,,,,,,
1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laws,,,,,,,,,,,,,,,,,,,,Tabard,,Subtle,,,,Tabard,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leutze,,,,,,,,,,,,,,,,,,,,Totem,,Supreme,,,,Totem,,,,,,,,,,,,,
1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,Longshaw,,,,,,,,,,,,,,,,,,,,Truncheon,,"Sea Scout",,,,Truncheon,,,,,,,,,,,,,
1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,McCord,,,,,,,,,,,,,,,,,,,,Turpin,,Selene,,,,Turpin,,,,,,,,,,,,,
1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,McGowan,,,,,,,,,,,,,,,,,,,,Thermopylae,,Seneschal,,,,Thermopylae,,,,,,,,,,,,,
1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,McNair,,,,,,,,,,,,,,,,,,,,Thor,,Sentinel,,,,Thor,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mertz,,,,,,,,,,,,,,,,,,,,Tiara,,Sidon,,,,Tiara,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metcalf,,,,,,,,,,,,,,,,,,,,Theban,,Sleuth,,,,Theban,,,,,,,,,,,,,
1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newcomb,,,,,,,,,,,,,,,,,,,,Threat,,Solent,,,,Threat,,,,,,,,,,,,,
1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,Owen,,,,,,,,,,,,,,,,,,,,Una,,Spearhead,,,,Una,,,,,,,,,,,,,
1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picking,,,,,,,,,,,,,,,,,,,,Unbeaten,,Springer,,,,Unbeaten,,,,,,,,,,,,,
1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porterfield,,,,,,,,,,,,,,,,,,,,Undaunted,,Saga,,,,Undaunted,,,,,,,,,,,,,
1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pringle,,,,,,,,,,,,,,,,,,,,Union,,Scorcher,,,,Union,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remey,,,,,,,,,,,,,,,,,,,,Unique,,Spur,,,,Unique,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringgold,,,,,,,,,,,,,,,,,,,,Upholder,,Sanguine,,,,Upholder,,,,,,,,,,,,,
1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rooks,,,,,,,,,,,,,,,,,,,,Upright,,"Sea Robin",,,,Upright,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowe,,,,,,,,,,,,,,,,,,,,Urge,,Surface,,,,Urge,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saufley,,,,,,,,,,,,,,,,,,,,Utmost,,Surge,,,,Utmost,,,,,,,,,,,,,
1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schroeder,,,,,,,,,,,,,,,,,,,,Uproar,,Thames,,,,Uproar,,,,,,,,,,,,,
1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigsbee,,,,,,,,,,,,,,,,,,,,Ultimatum,,Severn,,,,Ultimatum,,,,,,,,,,,,,
1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smalley,,,,,,,,,,,,,,,,,,,,Umbra,,Clyde,,,,Umbra,,,,,,,,,,,,,
1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spence,,,,,,,,,,,,,,,,,,,,Unbending,,Grampus,,,,Unbending,,,,,,,,,,,,,
1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanly,,,,,,,,,,,,,,,,,,,,Unbroken,,Rorqual,,,,Unbroken,,,,,,,,,,,,,
1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stembel,,,,,,,,,,,,,,,,,,,,Unison,,Cachalot,,,,Unison,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockham,,,,,,,,,,,,,,,,,,,,United,,Triton,,,,United,,,,,,,,,,,,,
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoddard,,,,,,,,,,,,,,,,,,,,Unrivalled,,Thetis,,,,Unrivalled,,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong,,,,,,,,,,,,,,,,,,,,Unruffled,,Triumph,,,,Unruffled,,,,,,,,,,,,,
1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terry,,,,,,,,,,,,,,,,,,,,Unruly,,Taku,,,,Unruly,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trathen,,,,,,,,,,,,,,,,,,,,Unseen,,Thistle,,,,Unseen,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twining,,,,,,,,,,,,,,,,,,,,Ultor,,Tigris,,,,Ultor,,,,,,,,,,,,,
1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Valkenburgh",,,,,,,,,,,,,,,,,,,,Unshaken,,Triad,,,,Unshaken,,,,,,,,,,,,,
1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wadleigh,,,,,,,,,,,,,,,,,,,,Unsparing,,Tuna,,,,Unsparing,,,,,,,,,,,,,
1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wadsworth,,,,,,,,,,,,,,,,,,,,Usurper,,Traveller,,,,Usurper,,,,,,,,,,,,,
1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waller,,,,,,,,,,,,,,,,,,,,Universal,,Trooper,,,,Universal,,,,,,,,,,,,,
1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wedderburn,,,,,,,,,,,,,,,,,,,,Untamed,,Tutankhamen,,,,Untamed,,,,,,,,,,,,,
1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiley,,,,,,,,,,,,,,,,,,,,Untiring,,Trespasser,,,,Untiring,,,,,,,,,,,,,
1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wren,,,,,,,,,,,,,,,,,,,,Varangian,,Templar,,,,Varangian,,,,,,,,,,,,,
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moale,,,,,,,,,,,,,,,,,,,,Uther,,"Tally-Ho",,,,Uther,,,,,,,,,,,,,
1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,Unswerving,,Tantalus,,,,Unswerving,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sperry,,,,,,,,,,,,,,,,,,,,Vandal,,Tantivy,,,,Vandal,,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ault,,,,,,,,,,,,,,,,,,,,Upstart,,Talent,,,,Upstart,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldron,,,,,,,,,,,,,,,,,,,,Varne,,Terrapin,,,,Varne,,,,,,,,,,,,,
1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haynsworth,,,,,,,,,,,,,,,,,,,,Vox,,Thorough,,,,Vox,,,,,,,,,,,,,
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weeks,,,,,,,,,,,,,,,,,,,,Venturer,,Thule,,,,Venturer,,,,,,,,,,,,,
1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hank,,,,,,,,,,,,,,,,,,,,Veldt,,Tudor,,,,Veldt,,,,,,,,,,,,,
1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lind,,,,,,,,,,,,,,,,,,,,Vigorous,,Tireless,,,,Vigorous,,,,,,,,,,,,,
1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gainard,,,,,,,,,,,,,,,,,,,,Virtue,,Token,,,,Virtue,,,,,,,,,,,,,
1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dickson,,,,,,,,,,,,,,,,,,,,Visigoth,,Tradewind,,,,Visigoth,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purvis,,,,,,,,,,,,,,,,,,,,Vivid,,Tiptoe,,,,Vivid,,,,,,,,,,,,,
1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mansfield,,,,,,,,,,,,,,,,,,,,Voracious,,Trump,,,,Voracious,,,,,,,,,,,,,
1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swenson,,,,,,,,,,,,,,,,,,,,Vulpine,,Taciturn,,,,Vulpine,,,,,,,,,,,,,
1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collett,,,,,,,,,,,,,,,,,,,,Upshot,,Tapir,,,,Upshot,,,,,,,,,,,,,
1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyman,,,,,,,,,,,,,,,,,,,,Urtica,,Tarn,,,,Urtica,,,,,,,,,,,,,
1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abele,,,,,,,,,,,,,,,,,,,,Vineyard,,Teredo,,,,Vineyard,,,,,,,,,,,,,
1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purdy,,,,,,,,,,,,,,,,,,,,Variance,,Tabard,,,,Variance,,,,,,,,,,,,,
1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drexler,,,,,,,,,,,,,,,,,,,,Vortex,,Totem,,,,Vortex,,,,,,,,,,,,,
1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brush,,,,,,,,,,,,,,,,,,,,Veto,,Truncheon,,,,Veto,,,,,,,,,,,,,
1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taussig,,,,,,,,,,,,,,,,,,,,Virile,,Turpin,,,,Virile,,,,,,,,,,,,,
1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westmoreland,,,,,,,,,,,,,,,,,,,,Visitant,,Thermopylae,,,,Visitant,,,,,,,,,,,,,
1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hubbard,,,,,,,,,,,,,,,,,,,,Upas,,Thor,,,,Upas,,,,,,,,,,,,,
1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce,,,,,,,,,,,,,,,,,,,,Ulex,,Tiara,,,,Ulex,,,,,,,,,,,,,
1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brosnan,,,,,,,,,,,,,,,,,,,,Utopia,,Theban,,,,Utopia,,,,,,,,,,,,,
1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bole,,,,,,,,,,,,,,,,,,,,Volatile,,Threat,,,,Volatile,,,,,,,,,,,,,
1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomason,,,,,,,,,,,,,,,,,,,,Vagabond,,Una,,,,Vagabond,,,,,,,,,,,,,
1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lowry,,,,,,,,,,,,,,,,,,,,Venom,,Unbeaten,,,,Venom,,,,,,,,,,,,,
1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadley,,,,,,,,,,,,,,,,,,,,Verve,,Undaunted,,,,Verve,,,,,,,,,,,,,
1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith,,,,,,,,,,,,,,,,,,,,Unbridled,,Union,,,,Unbridled,,,,,,,,,,,,,
1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,McKeith,,,,,,,,,,,,,,,,,,,,Upward,,Unique,,,,Upward,,,,,,,,,,,,,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Keith,,,,,,,,,,,,,,,,,,,,Amphion,,Upholder,,,,Amphion,,,,,,,,,,,,,
1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zellars,,,,,,,,,,,,,,,,,,,,Astute,,Upright,,,,Astute,,,,,,,,,,,,,
1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massey,,,,,,,,,,,,,,,,,,,,Auriga,,Urge,,,,Auriga,,,,,,,,,,,,,
1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormes,,,,,,,,,,,,,,,,,,,,Aurochs,,Utmost,,,,Aurochs,,,,,,,,,,,,,
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fraser,,,,,,,,,,,,,,,,,,,,Alcide,,Uproar,,,,Alcide,,,,,,,,,,,,,
1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolman,,,,,,,,,,,,,,,,,,,,Alderney,,Ultimatum,,,,Alderney,,,,,,,,,,,,,
1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shea,,,,,,,,,,,,,,,,,,,,Alliance,,Umbra,,,,Alliance,,,,,,,,,,,,,
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ditter,,,,,,,,,,,,,,,,,,,,Ambush,,Unbending,,,,Ambush,,,,,,,,,,,,,
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lindsey,,,,,,,,,,,,,,,,,,,,Anchorite,,Unbroken,,,,Anchorite,,,,,,,,,,,,,
1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agerholm,,,,,,,,,,,,,,,,,,,,Andrew,,Unison,,,,Andrew,,,,,,,,,,,,,
1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isbell,,,,,,,,,,,,,,,,,,,,Affray,,United,,,,Affray,,,,,,,,,,,,,
1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basilone,,,,,,,,,,,,,,,,,,,,Aeneas,,Unrivalled,,,,Aeneas,,,,,,,,,,,,,
1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bausell,,,,,,,,,,,,,,,,,,,,Alaric,,Unruffled,,,,Alaric,,,,,,,,,,,,,
1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bordelon,,,,,,,,,,,,,,,,,,,,Artemis,,Unruly,,,,Artemis,,,,,,,,,,,,,
1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brinkley,,,,,,,,,,,,,,,,,,,,Artful,,Unseen,,,,Artful,,,,,,,,,,,,,
1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bass,,,,,,,,,,,,,,,,,,,,Acheron,,Ultor,,,,Acheron,,,,,,,,,,,,,
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roan,,,,,,,,,,,,,,,,,,,,Ace,,Unshaken,,,,Ace,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecil,,,,,,,,,,,,,,,,,,,,Andromache,,Unsparing,,,,Andromache,,,,,,,,,,,,,
1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ware,,,,,,,,,,,,,,,,,,,,Answer,,Usurper,,,,Answer,,,,,,,,,,,,,
1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cone,,,,,,,,,,,,,,,,,,,,Antagonist,,Universal,,,,Antagonist,,,,,,,,,,,,,
1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damato,,,,,,,,,,,,,,,,,,,,Antaeus,,Untamed,,,,Antaeus,,,,,,,,,,,,,
1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buckley,,,,,,,,,,,,,,,,,,,,Aphrodite,,Untiring,,,,Aphrodite,,,,,,,,,,,,,
