namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,Conner,,,,,,,,,,,,,,,,,,,,John W. Weeks,,John W. Weeks,,,,John W. Weeks,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Manley,,,,,,,,,,,,,,,,,,,,Hank,,Hank,,,,Hank,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Abbot,,,,,,,,,,,,,,,,,,,,Wallace L. Lind,,Wallace L. Lind,,,,Wallace L. Lind,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony,,,,,,,,,,,,,,,,,,,,Compton,,Compton,,,,Compton,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Babbitt,,,,,,,,,,,,,,,,,,,,Gainard,,Gainard,,,,Gainard,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Badger,,,,,,,,,,,,,,,,,,,,Soley,,Soley,,,,Soley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Bagley,,,,,,,,,,,,,,,,,,,,Harlan R. Dickson,,Harlan R. Dickson,,,,Harlan R. Dickson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Barney,,,,,,,,,,,,,,,,,,,,Hugh Purvis,,Hugh Purvis,,,,Hugh Purvis,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gumble,,,,,,,,,,,,,,,,,,,,Mansfield,,Mansfield,,,,Mansfield,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernadou,,,,,,,,,,,,,,,,,,,,Lyman K. Swenson,,Lyman K. Swenson,,,,Lyman K. Swenson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Biddle,,,,,,,,,,,,,,,,,,,,Collett,,Collett,,,,Collett,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Blakeley,,,,,,,,,,,,,,,,,,,,Hyman,,Hyman,,,,Hyman,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnston,,,,,,,,,,,,,,,,,,,,Mannert L. Abele,,Mannert L. Abele,,,,Mannert L. Abele,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Boggs,,,,,,,,,,,,,,,,,,,,Purdy,,Purdy,,,,Purdy,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Breckinridge,,,,,,,,,,,,,,,,,,,,Drexler,,Drexler,,,,Drexler,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Breese,,,,,,,,,,,,,,,,,,,,Brush,,Brush,,,,Brush,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Delano,,,,,,,,,,,,,,,,,,,,Taussig,,Taussig,,,,Taussig,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Champlin,,,,,,,,,,,,,,,,,,,,Samuel N. Moore,,Samuel N. Moore,,,,Samuel N. Moore,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Chew,,,,,,,,,,,,,,,,,,,,Harry E. Hubbard,,Harry E. Hubbard,,,,Harry E. Hubbard,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Claxton,,,,,,,,,,,,,,,,,,,,Alfred A. Cunningham,,Alfred A. Cunningham,,,,Alfred A. Cunningham,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Colhoun,,,,,,,,,,,,,,,,,,,,John R. Pierce,,John R. Pierce,,,,John R. Pierce,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowell,,,,,,,,,,,,,,,,,,,,Frank E. Evans,,Frank E. Evans,,,,Frank E. Evans,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Crane,,,,,,,,,,,,,,,,,,,,John A. Bole,,John A. Bole,,,,John A. Bole,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Crowninshield,,,,,,,,,,,,,,,,,,,,Lofberg,,Lofberg,,,,Lofberg,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,DeLong,,,,,,,,,,,,,,,,,,,,John W. Thomason,,John W. Thomason,,,,John W. Thomason,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dent,,,,,,,,,,,,,,,,,,,,Lowry,,Lowry,,,,Lowry,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dickerson,,,,,,,,,,,,,,,,,,,,Hugh W. Hadley,,Hugh W. Hadley,,,,Hugh W. Hadley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Brando,,,,,,,,,,,,,,,,,,,,Willard Keith,,Willard Keith,,,,Willard Keith,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorsey,,,,,,,,,,,,,,,,,,,,James C. Owens,,James C. Owens,,,,James C. Owens,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Du Pont,,,,,,,,,,,,,,,,,,,,Zellars,,Zellars,,,,Zellars,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dyer,,,,,,,,,,,,,,,,,,,,Massey,,Massey,,,,Massey,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Elliot,,,,,,,,,,,,,,,,,,,,Stormes,,Stormes,,,,Stormes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunglison,,,,,,,,,,,,,,,,,,,,Robert K. Huntington,,Robert K. Huntington,,,,Robert K. Huntington,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,,,,,,,,,,,,,,,,,,,Robert H. Smith,,Robert H. Smith,,,,Robert H. Smith,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Foote,,,,,,,,,,,,,,,,,,,,Thomas E. Fraser,,Thomas E. Fraser,,,,Thomas E. Fraser,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamble,,,,,,,,,,,,,,,,,,,,Shannon,,Shannon,,,,Shannon,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Greer,,,,,,,,,,,,,,,,,,,,Harry F. Bauer,,Harry F. Bauer,,,,Harry F. Bauer,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gregory,,,,,,,,,,,,,,,,,,,,Adams,,Adams,,,,Adams,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hale,,,,,,,,,,,,,,,,,,,,Tolman,,Tolman,,,,Tolman,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Haraden,,,,,,,,,,,,,,,,,,,,Henry A. Wiley,,Henry A. Wiley,,,,Henry A. Wiley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Harding,,,,,,,,,,,,,,,,,,,,Shea,,Shea,,,,Shea,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hazelwood,,,,,,,,,,,,,,,,,,,,J. William Ditter,,J. William Ditter,,,,J. William Ditter,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert,,,,,,,,,,,,,,,,,,,,Lindsey,,Lindsey,,,,Lindsey,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hogan,,,,,,,,,,,,,,,,,,,,Agerholm,,Agerholm,,,,Agerholm,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopewell,,,,,,,,,,,,,,,,,,,,Arnold J. Isbell,,Arnold J. Isbell,,,,Arnold J. Isbell,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingraham,,,,,,,,,,,,,,,,,,,,Basilone,,Basilone,,,,Basilone,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel,,,,,,,,,,,,,,,,,,,,Bausell,,Bausell,,,,Bausell,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Talbott,,,,,,,,,,,,,,,,,,,,Benner,,Benner,,,,Benner,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalk,,,,,,,,,,,,,,,,,,,,Bordelon,,Bordelon,,,,Bordelon,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kennison,,,,,,,,,,,,,,,,,,,,Brinkley Bass,,Brinkley Bass,,,,Brinkley Bass,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilty,,,,,,,,,,,,,,,,,,,,Carpenter,,Carpenter,,,,Carpenter,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimberly,,,,,,,,,,,,,,,,,,,,Charles H. Roan,,Charles H. Roan,,,,Charles H. Roan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashfield,,,,,,,,,,,,,,,,,,,,Charles P. Cecil,,Charles P. Cecil,,,,Charles P. Cecil,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamberton,,,,,,,,,,,,,,,,,,,,Charles R. Ware,,Charles R. Ware,,,,Charles R. Ware,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Lansdale,,,,,,,,,,,,,,,,,,,,Cone,,Cone,,,,Cone,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Van Horne,,,,,,,,,,,,,,,,,,,,Damato,,Damato,,,,Damato,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Lea,,,,,,,,,,,,,,,,,,,,Dennis J. Buckley,,Dennis J. Buckley,,,,Dennis J. Buckley,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Leary,,,,,,,,,,,,,,,,,,,,Dyess,,Dyess,,,,Dyess,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McLeary,,,,,,,,,,,,,,,,,,,,Epperson,,Epperson,,,,Epperson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Leary,,,,,,,,,,,,,,,,,,,,Ernest G. Small,,Ernest G. Small,,,,Ernest G. Small,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Luce,,,,,,,,,,,,,,,,,,,,Eugene A. Greene,,Eugene A. Greene,,,,Eugene A. Greene,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ludlow,,,,,,,,,,,,,,,,,,,,Everett F. Larson,,Everett F. Larson,,,,Everett F. Larson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddox,,,,,,,,,,,,,,,,,,,,Eversole,,Eversole,,,,Eversole,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Thayer,,,,,,,,,,,,,,,,,,,,Fechteler,,Fechteler,,,,Fechteler,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Maury,,,,,,,,,,,,,,,,,,,,Fiske,,Fiske,,,,Fiske,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Fontaine,,,,,,,,,,,,,,,,,,,,Floyd B. Parks,,Floyd B. Parks,,,,Floyd B. Parks,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wister,,,,,,,,,,,,,,,,,,,,Forrest Royal,,Forrest Royal,,,,Forrest Royal,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McKee,,,,,,,,,,,,,,,,,,,,Frank Knox,,Frank Knox,,,,Frank Knox,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Meredith,,,,,,,,,,,,,,,,,,,,Fred T. Berry,,Fred T. Berry,,,,Fred T. Berry,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Mugford,,,,,,,,,,,,,,,,,,,,Furse,,Furse,,,,Furse,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Bannon,,,,,,,,,,,,,,,,,,,,Gearing,,Gearing,,,,Gearing,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Presley,,,,,,,,,,,,,,,,,,,,George K. MacKenzie,,George K. MacKenzie,,,,George K. MacKenzie,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip,,,,,,,,,,,,,,,,,,,,Goodrich,,Goodrich,,,,Goodrich,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Radford,,,,,,,,,,,,,,,,,,,,Gurke,,Gurke,,,,Gurke,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Munroe,,,,,,,,,,,,,,,,,,,,Gyatt,,Gyatt,,,,Gyatt,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramsay,,,,,,,,,,,,,,,,,,,,Hamner,,Hamner,,,,Hamner,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rathburne,,,,,,,,,,,,,,,,,,,,Hanson,,Hanson,,,,Hanson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Renshaw,,,,,,,,,,,,,,,,,,,,Harold J. Ellison,,Harold J. Ellison,,,,Harold J. Ellison,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Rizal,,,,,,,,,,,,,,,,,,,,Harwood,,Harwood,,,,Harwood,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Roper,,,,,,,,,,,,,,,,,,,,Hawkins,,Hawkins,,,,Hawkins,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Schenck,,,,,,,,,,,,,,,,,,,,Henry W. Tucker,,Henry W. Tucker,,,,Henry W. Tucker,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Schley,,,,,,,,,,,,,,,,,,,,Herbert J. Thomas,,Herbert J. Thomas,,,,Herbert J. Thomas,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Winfield,,,,,,,,,,,,,,,,,,,,Higbee,,Higbee,,,,Higbee,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigourney,,,,,,,,,,,,,,,,,,,,Holder,,Holder,,,,Holder,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Sproston,,,,,,,,,,,,,,,,,,,,Hollister,,Hollister,,,,Hollister,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stansbury,,,,,,,,,,,,,,,,,,,,James E. Kyes,,James E. Kyes,,,,James E. Kyes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas,,,,,,,,,,,,,,,,,,,,John R. Craig,,John R. Craig,,,,John R. Craig,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stribling,,,,,,,,,,,,,,,,,,,,Joseph P. Kennedy Jr.,,Joseph P. Kennedy Jr.,,,,Joseph P. Kennedy Jr.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinchiloe,,,,,,,,,,,,,,,,,,,,Kenneth D. Bailey,,Kenneth D. Bailey,,,,Kenneth D. Bailey,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Stringham,,,,,,,,,,,,,,,,,,,,Keppler,,Keppler,,,,Keppler,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Horton,,,,,,,,,,,,,,,,,,,,Leonard F. Mason,,Leonard F. Mason,,,,Leonard F. Mason,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Talbot,,,,,,,,,,,,,,,,,,,,Lloyd Thomas,,Lloyd Thomas,,,,Lloyd Thomas,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarbell,,,,,,,,,,,,,,,,,,,,McCaffery,,McCaffery,,,,McCaffery,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tattnall,,,,,,,,,,,,,,,,,,,,Myles C. Fox,,Myles C. Fox,,,,Myles C. Fox,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Thatcher,,,,,,,,,,,,,,,,,,,,New,,New,,,,New,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Tillman,,,,,,,,,,,,,,,,,,,,Newman K. Perry,,Newman K. Perry,,,,Newman K. Perry,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Twiggs,,,,,,,,,,,,,,,,,,,,Norris,,Norris,,,,Norris,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Upshur,,,,,,,,,,,,,,,,,,,,O'Hare,,O'Hare,,,,O'Hare,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Waters,,,,,,,,,,,,,,,,,,,,Orleck,,Orleck,,,,Orleck,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wickes,,,,,,,,,,,,,,,,,,,,Ozbourn,,Ozbourn,,,,Ozbourn,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Woolsey,,,,,,,,,,,,,,,,,,,,Power,,Power,,,,Power,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Yarnall,,,,,,,,,,,,,,,,,,,,Rich,,Rich,,,,Rich,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Alden,,,,,,,,,,,,,,,,,,,,Richard B. Anderson,,Richard B. Anderson,,,,Richard B. Anderson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Aulick,,,,,,,,,,,,,,,,,,,,Richard E. Kraus,,Richard E. Kraus,,,,Richard E. Kraus,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Barker,,,,,,,,,,,,,,,,,,,,Robert A. Owens,,Robert A. Owens,,,,Robert A. Owens,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Belknap,,,,,,,,,,,,,,,,,,,,Robert H. McCard,,Robert H. McCard,,,,Robert H. McCard,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Branch,,,,,,,,,,,,,,,,,,,,Robert L. Wilson,,Robert L. Wilson,,,,Robert L. Wilson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Breck,,,,,,,,,,,,,,,,,,,,Rogers,,Rogers,,,,Rogers,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Broome,,,,,,,,,,,,,,,,,,,,Rupertus,,Rupertus,,,,Rupertus,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce,,,,,,,,,,,,,,,,,,,,Samuel B. Roberts,,Samuel B. Roberts,,,,Samuel B. Roberts,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Willis,,,,,,,,,,,,,,,,,,,,Sarsfield,,Sarsfield,,,,Sarsfield,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulmer,,,,,,,,,,,,,,,,,,,,Shelton,,Shelton,,,,Shelton,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Case,,,,,,,,,,,,,,,,,,,,Southerland,,Southerland,,,,Southerland,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,Steinaker,,Steinaker,,,,Steinaker,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Eaton,,,,,,,,,,,,,,,,,,,,Stickell,,Stickell,,,,Stickell,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausburne,,,,,,,,,,,,,,,,,,,,Theodore E. Chandler,,Theodore E. Chandler,,,,Theodore E. Chandler,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Ausburn,,,,,,,,,,,,,,,,,,,,Timmerman,,Timmerman,,,,Timmerman,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Chauncey,,,,,,,,,,,,,,,,,,,,Vesole,,Vesole,,,,Vesole,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Winchester,,,,,,,,,,,,,,,,,,,,Vogelgesang,,Vogelgesang,,,,Vogelgesang,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Childs,,,,,,,,,,,,,,,,,,,,William C. Lawe,,William C. Lawe,,,,William C. Lawe,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Clemson,,,,,,,,,,,,,,,,,,,,William M. Wood,,William M. Wood,,,,William M. Wood,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Coghlan,,,,,,,,,,,,,,,,,,,,William R. Rush,,William R. Rush,,,,William R. Rush,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Converse,,,,,,,,,,,,,,,,,,,,Wiltsie,,Wiltsie,,,,Wiltsie,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Corry,,,,,,,,,,,,,,,,,,,,Witek,,Witek,,,,Witek,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dahlgren,,,,,,,,,,,,,,,,,,,,John Warner,,John Warner,,,,John Warner,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale,,,,,,,,,,,,,,,,,,,,Henry M. Jackson,,Henry M. Jackson,,,,Henry M. Jackson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,,,,,,,,,,,,,,,,,,,,Leon Panetta,,Leon Panetta,,,,Leon Panetta,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Delphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Doyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Edsall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Farenholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Farquhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Flusser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gillis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Gillis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,McGuiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Guiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldsborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Henshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Herndon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hovey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hulbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Isherwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Donaldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
